"id","issue_id","title","body","created_at","closed_at","resolution_time","priority","milestone","author","assignee","tema_relacionado"
118,67712,"Uncaught TypeError when adding new blocks to the Navigation Core Block in Wordpress","An existing feature does not function as intended | Tracking issues with work in progress | Affects the Navigation Link Block","2024-12-07","2025-01-14","37 days 17:21:35",NULL,NULL,"darnado","jeryj","Arquitetura de Software"
119,67696,"The shadows menu items miss a chevron icon","An existing feature does not function as intended | Changes that impact accessibility and need corresponding review (e.g. markup changes). | Tracking issues with work in progress | Needs general design feedback. | Anything related to the broader Global Styles efforts, including Styles Engine and theme.json","2024-12-06","2024-12-12","5 days 16:59:23",NULL,NULL,"afercia","","Padroes de Projeto"
120,67695,"You are trying to edit an item that doesn't exist. Maybe it was deleted error while seeing page, cpt and articles","An existing feature does not function as intended | Used to indicate that a current issue matches an existing one and can be closed | Phase 3 of the Gutenberg roadmap around all-things related to collaborative workflows","2024-12-06","2024-12-06","06:32:13",NULL,NULL,"maurodf0","","Arquitetura de Software"
121,67693,"Remove patterns from the Quick Inserter to prevent misuse in block-specific contexts","An existing feature does not function as intended | The main way to insert blocks using the + button in the editing interface","2024-12-06","2024-12-17","10 days 12:34:37",NULL,NULL,"richtabor","","Padroes de Projeto"
122,67658,"Make Write mode and Zoom out block options menus consistent","An existing feature does not function as intended |  | ","2024-12-06","2024-12-12","6 days 11:05:45",NULL,NULL,"richtabor","draganescu","Padroes e Estilos Arquiteturais"
123,67653,"Default block appender does not appear if there is already a block in the editor and paragraph block is disabled","An existing feature does not function as intended","2024-12-05","2024-12-06","09:13:36",NULL,NULL,"fttriquet","","Arquitetura de Software"
124,67618,"Block Transform Feature : Doesn't preserves styling with List block","An existing feature does not function as intended","2024-12-05","2024-12-05","00:13:15",NULL,NULL,"jankimoradiya-multidots","","Padroes de Projeto"
125,67617,"[Flaky Test] should not show ""Set as homepage"" action on current homepage","Gives the original author opportunity to update before closing. Can be reopened as needed. | Auto-generated flaky test report issue","2024-12-05","2024-12-23","17 days 13:37:05",NULL,NULL,"app/github-actions","","Arquitetura de Software"
126,67613,"Spacer Block : Mobile specific spacing settings","A suggestion for improvement. | Affects the Spacer Block","2024-12-05","2024-12-05","01:39:56",NULL,NULL,"jankimoradiya-multidots","","Padroes e Estilos Arquiteturais"
127,67610,"Words count in the multi-selection inspector doesn't work with bound content","An existing feature does not function as intended | Tracking issues with work in progress | ","2024-12-05","2024-12-05","04:23:36",NULL,NULL,"afercia","ntsekouras","Arquitetura de Software"
128,67592,"Stylebook: Style _landing_ page, the colors should be shown in 4 columns","A suggestion for improvement. | Tracking issues with work in progress | ","2024-12-04","2024-12-09","4 days 19:43:12",NULL,NULL,"matiasbenedetto","matiasbenedetto","Padroes e Estilos Arquiteturais"
129,67568,"Don't show inserter in Zoom Out dropzone when the text is visible","An existing feature does not function as intended | Tracking issues with work in progress | ","2024-12-04","2024-12-17","13 days 01:31:28",NULL,NULL,"getdave","getdave","Padroes de Projeto"
130,67567,"Don't show Zoom Out dropzones for block currently being dragged","An existing feature does not function as intended | Tracking issues with work in progress | ","2024-12-04","2024-12-11","7 days 04:24:04",NULL,NULL,"getdave","getdave","Padroes de Projeto"
131,67561,"Link search does not prioritise Posts","An existing feature does not function as intended | Tracking issues with work in progress | Link components (LinkControl, URLInput) and integrations (RichText link formatting)","2024-12-04","2024-12-10","5 days 22:55:10",NULL,NULL,"getdave","getdave","Arquitetura de Software"
132,67559,"Navigation block: Added a hook to add allowFormat","A suggestion for improvement. | Tracking issues with work in progress | Affects the Navigation Link Block | Affects the Submenu Block - for submenus in navigation","2024-12-04","2024-12-06","1 day 19:51:21",NULL,NULL,"shimotmk","Mamaduka","Padroes e Estilos Arquiteturais"
133,67556,"Terms List block disappears when Show empty terms is turned on","An existing feature does not function as intended | Task for Core REST API efforts | Affects the Categories Block","2024-12-04","2024-12-04","06:47:29",NULL,NULL,"maddisondesigns","","Arquitetura de Software"
134,67539,"Post title: if a name isn't set in the creation process, the page title isn't visible in the editor","An existing feature does not function as intended | Tracking issues with work in progress | Related to the overarching Site Editor (formerly ""full site editing"")","2024-12-03","2024-12-06","3 days 04:05:56",NULL,NULL,"annezazu","ramonjd","Arquitetura de Software"
135,67538,"PluginSidebarMoreMenuItem component is not rendering anymore","An existing feature does not function as intended | /packages/edit-site","2024-12-03","2024-12-04","14:47:27",NULL,NULL,"matiasbenedetto","youknowriad","Arquitetura de Software"
136,67532,"Styles: top level styles does not open on mobile for sites using themes without style variations","An existing feature does not function as intended | Tracking issues with work in progress | Anything related to the broader Global Styles efforts, including Styles Engine and theme.json","2024-12-03","2024-12-03","06:41:52",NULL,NULL,"annezazu","ramonjd, Mayank-Tripathi32","Arquitetura de Software"
137,67501,"Editor -> Inspector (UI problem): Wrong dropdown direction in the Position section","An existing feature does not function as intended | Used to indicate that a current issue matches an existing one and can be closed | /packages/components","2024-12-02","2024-12-03","05:12:45",NULL,NULL,"goodpenguins","","Padroes de Projeto"
138,67498,"Site-Editor: Crashes when clicking on action after adding front page template","An existing feature does not function as intended | Tracking issues with work in progress","2024-12-02","2024-12-03","12:17:54",NULL,NULL,"Mayank-Tripathi32","Mayank-Tripathi32","Arquitetura de Software"
139,67492,"[Flaky Test] blocks with bindings in a synced pattern are editable, and all other blocks are disabled","Gives the original author opportunity to update before closing. Can be reopened as needed. | Auto-generated flaky test report issue","2024-12-02","2025-01-28","56 days 06:37:37",NULL,NULL,"app/github-actions","",NULL
140,67484,"Update components CONTROL_HEIGHT config value to 40 pixels","An existing feature does not function as intended | /packages/components","2024-12-02","2024-12-03","16:00:28",NULL,NULL,"afercia","","Padroes e Estilos Arquiteturais"
141,67478,"Datepicker wrong days labels for UK user timezone and website US timezone near UK DTS period.","An existing feature does not function as intended","2024-12-02","2024-12-02","00:12:12",NULL,NULL,"MaksVeter","","Arquitetura de Software"
142,67462,"Global Syles Preview: vertical scroll bar appears when loading style previews","An existing feature does not function as intended | Anything related to the broader Global Styles efforts, including Styles Engine and theme.json","2024-12-02","2024-12-02","00:21:42",NULL,NULL,"t-hamano","","Padroes e Estilos Arquiteturais"
143,67460,"Site Editor: can't access the Patterns editor in mobile layout","Tracking issues with work in progress | Related to a regression in the latest release | Related to the overarching Site Editor (formerly ""full site editing"")","2024-12-02","2024-12-03","1 day 00:56:35",NULL,NULL,"t-hamano","youknowriad","Arquitetura de Software"
144,67444,"Styling block variations with global styles and theme.json","Used to indicate that a current issue matches an existing one and can be closed","2024-11-30","2024-12-02","2 days 04:13:12",NULL,NULL,"carolinan","","Padroes e Estilos Arquiteturais"
145,67443,"Template parts and synced patterns are undefined and can not be edited In the Site Editor when Gutenberg is active","An existing feature does not function as intended | Tracking issues with work in progress | Affects the Template Parts Block | Related to the overarching Site Editor (formerly ""full site editing"")","2024-11-30","2024-12-02","2 days 07:40:05",NULL,NULL,"carolinan","youknowriad","Arquitetura de Software"
146,67431,"Infinitive loop on API req in Block editor after wordpress_logged_in cookie is removed","An existing feature does not function as intended | Related to REST API | Used to indicate that a current issue matches an existing one and can be closed","2024-11-29","2024-11-30","14:28:56",NULL,NULL,"iruzevic","","Arquitetura de Software"
147,67415,"Responsive mode editing","A suggestion for improvement.","2024-11-29","2024-12-19","19 days 19:44:39",NULL,NULL,"arshadshah440","","Padroes e Estilos Arquiteturais"
148,67376,"Spotlight Mode does not work as expected in mobile viewports","An existing feature does not function as intended | Tracking issues with work in progress","2024-11-28","2024-12-19","20 days 20:48:56",NULL,NULL,"yogeshbhutkar","yogeshbhutkar","Arquitetura de Software"
149,67374,"Can't create a card Block Variation for the Group Block","An existing feature does not function as intended | API that allows to express the block paradigm. | Used to indicate that a current issue matches an existing one and can be closed | Affects the Group Block (and row, stack and grid variants)","2024-11-28","2024-11-28","03:21:33",NULL,NULL,"silaskoehler","","Padroes e Estilos Arquiteturais"
150,67369,"Remove usage of `.components-item-group` CSS selector from edit-site components","Tracking issues with work in progress | Issues or PRs that relate to code quality | /packages/edit-site","2024-11-28","2024-12-08","9 days 18:06:22",NULL,NULL,"afercia","","Padroes e Estilos Arquiteturais"
151,67366,"Unnecessary line breaks within image captions due to display: inline-block; on `.wp-block-image a`","An existing feature does not function as intended | Tracking issues with work in progress | Affects the Image Block","2024-11-28","2024-12-02","4 days 03:47:52",NULL,NULL,"frkly","","Padroes e Estilos Arquiteturais"
152,67362,"Horizontal scrolling occurs when set the borders individually on a Windows Chrome, Firefox environment.","An existing feature does not function as intended | Issues or PRs that are related to browser specific problems | Used to indicate that a current issue matches an existing one and can be closed | /packages/components | Issues or PRs that are related to OS specific problems","2024-11-28","2024-11-29","1 day 06:25:59",NULL,NULL,"shimotmk","","Padroes e Estilos Arquiteturais"
153,67361,"Write Mode: mode persists as enabled in widget editor","An existing feature does not function as intended | Tracking issues with work in progress | ","2024-11-28","2024-12-05","7 days 02:50:37",NULL,NULL,"talldan","jorgefilipecosta","Padroes de Projeto"
154,67360,"Block editor: unwanted scroll bar while loading.","An existing feature does not function as intended | Tracking issues with work in progress | /packages/block-editor | ","2024-11-27","2024-12-03","5 days 20:37:05",NULL,NULL,"matiasbenedetto","jeryj","Padroes e Estilos Arquiteturais"
155,67340,"Post Navigation Link: Empty Div Tag On No Previous/Next Posts. It Must Be Removed From HTML","Used to indicate that a current issue matches an existing one and can be closed","2024-11-27","2024-11-27","02:02:27",NULL,NULL,"EldarAgalarov","","Padroes de Projeto"
156,67338,"Quick Inserter: On Mobile Devices, the Quick Inserter's Browse All does not work as expected.","An existing feature does not function as intended | The main way to insert blocks using the + button in the editing interface | Follow-up required in order to be actionable.","2024-11-27","2025-01-22","55 days 19:01:08",NULL,NULL,"yogeshbhutkar","","Padroes e Estilos Arquiteturais"
157,67334,"Importing core data store on front-end brings in the entire `@wordpress/block-editor` module","Used to indicate that a current issue matches an existing one and can be closed | /packages/core-data","2024-11-27","2024-11-27","02:29:06",NULL,NULL,"samueljseay","","Arquitetura de Software"
158,67333,"Enqueuing 'wp-editor' script together with wp-edit-widgets or wp-customize-widgets triggers _doing_it_wrong error","An existing feature does not function as intended | The block-based screen that replaced widgets.php. | ","2024-11-27","2024-11-28","1 day 09:39:58",NULL,NULL,"ramonjd","","Arquitetura de Software"
159,67331,"Author selector becomes unusable on sites with many authors","An existing feature does not function as intended | Related to REST API","2024-11-26","2024-11-28","1 day 13:40:53",NULL,NULL,"mreishus","","Padroes de Projeto"
160,67326,"Write mode: if you select ""show template"" the write/design tools appear in the post/page editors","An existing feature does not function as intended | ","2024-11-26","2024-11-26","00:02:14",NULL,NULL,"annezazu","","Padroes de Projeto"
161,67316,"Resizable items below the ""Drag to resize"" handle are not resizing properly in Firefox","An existing feature does not function as intended | Tracking issues with work in progress","2024-11-26","2024-12-24","27 days 12:57:20",NULL,NULL,"remcokalf","stokesman","Padroes de Projeto"
162,67313,"Entity saved modal dialog closes unexpectedly","An existing feature does not function as intended | Changes that impact accessibility and need corresponding review (e.g. markup changes). | Tracking issues with work in progress | /packages/editor | /packages/edit-site","2024-11-26","2024-12-02","6 days 02:40:40",NULL,NULL,"afercia","afercia, Mayank-Tripathi32","Padroes de Projeto"
163,67295,"[Comments Pagination]: The Typography setting `SIZE` for comments pagination block is not working.","An existing feature does not function as intended | Tracking issues with work in progress","2024-11-26","2024-11-28","2 days 02:56:00",NULL,NULL,"yogeshbhutkar","yogeshbhutkar","Padroes de Projeto"
164,67283,"Font picker not reflecting correct size with custom font sizes","An existing feature does not function as intended | Tracking issues with work in progress | /packages/components","2024-11-25","2025-01-14","49 days 11:38:33",NULL,NULL,"mikemcalister","","Padroes de Projeto"
165,67277,"Gutenberg 19.8 release (Dec 4th, 2024)","Issues or PRs related to Gutenberg Plugin management related efforts | Meta-issues related to project management of Gutenberg","2024-11-25","2024-12-04","8 days 20:49:25",NULL,NULL,"bph","bph","Arquitetura de Software"
166,67248,"File Block re-enables ""Show inline embed"" when replacing file","An existing feature does not function as intended | Tracking issues with work in progress | Affects the File Block","2024-11-22","2024-11-25","2 days 13:31:27",NULL,NULL,"MadtownLems","Sukhendu2002","Padroes de Projeto"
167,67239,"Up / Down buttons hover overlapping in Toolbar","An existing feature does not function as intended | Overall functionality of blocks | Tracking issues with work in progress","2024-11-22","2024-11-25","2 days 16:48:21",NULL,NULL,"maximebj","talldan","Padroes de Projeto"
168,67231,"No Content Block editing option is displayed when Show Template + Design Mode is turned on","An existing feature does not function as intended","2024-11-22","2024-11-26","4 days 05:10:42",NULL,NULL,"yogeshbhutkar","","Padroes e Estilos Arquiteturais"
169,67211,"Please expose registered aspect ratios in the block editor data store","A suggestion for improvement. | /packages/block-editor","2024-11-21","2024-11-25","3 days 18:23:25",NULL,NULL,"markhowellsmead","","Padroes e Estilos Arquiteturais"
170,67209,"Stabilize BlockCanvas's contentRef property","A suggestion for improvement. | Tracking issues with work in progress","2024-11-21","2024-12-24","32 days 21:03:37",NULL,NULL,"costasovo","costasovo","Arquitetura de Software"
171,67207,"Hiding all metaboxes prevents `POST` request to `post.php` to save meta fields","Tracking issues with work in progress | A draggable box shown on the post editing screen | Related to a regression in the latest release","2024-11-21","2024-12-02","10 days 21:26:37",NULL,NULL,"enricobattocchi","afercia, stokesman","Padroes e Estilos Arquiteturais"
172,67206,"Image Block: Caption with Link in Wide-Width and Full-Width Images Appears on Two Lines Instead of One Line","An existing feature does not function as intended | Tracking issues with work in progress","2024-11-21","2024-12-08","16 days 09:46:49",NULL,NULL,"jartes","","Padroes e Estilos Arquiteturais"
173,67200,"Zoom Out: image block allows dropping files when dragging patterns","An existing feature does not function as intended","2024-11-21","2024-11-21","01:18:11",NULL,NULL,"jartes","","Padroes e Estilos Arquiteturais"
174,67195,"@wordpress/editor component types are broken since the last update","An existing feature does not function as intended | Tracking issues with work in progress","2024-11-21","2024-11-25","3 days 23:50:00",NULL,NULL,"manzoorwanijk","manzoorwanijk","Arquitetura de Software"
175,67192,"Add a feature to allow skinning","A suggestion for improvement.","2024-11-21","2024-11-21","12:49:07",NULL,NULL,"markhowellsmead","","Padroes de Projeto"
176,67185,"""Test has no assertions"" lint rule is very annoying when writing tests","Tracking issues with work in progress | Testing infrastructure changes impacting the execution of end-to-end (E2E) and/or unit tests. | Ideas about improving block and theme developer experience","2024-11-21","2024-11-22","1 day 06:32:07",NULL,NULL,"talldan","","Padroes de Projeto"
177,67183,"background-image-control/BackgroundImagePanel","Storybook and its stories for components","2024-11-21","2024-11-21","00:01:45",NULL,NULL,"miminari","miminari","Padroes de Projeto"
178,67182,"Editor: When a mouse cursor is over ""Add block"" line, scrolling stops working","An existing feature does not function as intended","2024-11-21","2024-11-21","07:37:15",NULL,NULL,"goodpenguins","","Padroes de Projeto"
179,67179,"Add template name as a CSS class in the editor","A suggestion for improvement.","2024-11-20","2024-12-23","32 days 23:20:32",NULL,NULL,"colinduwe","","Padroes de Projeto"
180,67177,"Query Loop block: remove ""add new post"" prompt in the sidebar","A suggestion for improvement. | Tracking issues with work in progress | Affects the Query Loop Block","2024-11-20","2024-11-26","5 days 15:57:44",NULL,NULL,"annezazu","","Padroes e Estilos Arquiteturais"
181,67174,"iAPI: Don't error when `data-wp-each` gets `undefined`","An existing feature does not function as intended | /packages/interactivity","2024-11-20","2024-12-16","25 days 23:43:26",NULL,NULL,"luisherranz","","Arquitetura de Software"
182,67172,"[Flaky Test] should show the edited content after revert, clicking undo in the header toolbar, save and reload","Gives the original author opportunity to update before closing. Can be reopened as needed. | Auto-generated flaky test report issue","2024-11-20","2025-01-12","52 days 08:00:30",NULL,NULL,"app/github-actions","","Arquitetura de Software"
183,67166,"Zoom should be fixed at 100% in admin views","An existing feature does not function as intended | Tracking issues with work in progress | ","2024-11-20","2024-11-22","1 day 11:02:25",NULL,NULL,"jameskoster","talldan","Arquitetura de Software"
184,67158,"Duotone: Popover has scrollbars","An existing feature does not function as intended","2024-11-20","2025-01-15","55 days 18:48:04",NULL,NULL,"t-hamano","","Padroes de Projeto"
185,67157,"Pagination on Blog Home broken","An existing feature does not function as intended","2024-11-20","2024-11-20","01:38:38",NULL,NULL,"JBelthoff","","Padroes e Estilos Arquiteturais/Padroes de Projeto"
186,67152,"DataViews: Keyboard navigation in filter configuration listbox is broken","An existing feature does not function as intended | Tracking issues with work in progress | Work surrounding upgrading and evolving views in the site editor and beyond | /packages/dataviews","2024-11-20","2024-11-22","2 days 11:59:59",NULL,NULL,"jameskoster","mirka, im3dabasia","Padroes de Projeto"
187,67123,"Unify navigation styles between Data Views and font navigation","A suggestion for improvement. | Tracking issues with work in progress | Parts of the UI which don't fall neatly under other labels. | Needs general design feedback.","2024-11-19","2024-11-28","9 days 02:06:17",NULL,NULL,"juanfra","","Padroes e Estilos Arquiteturais"
188,67122,"DataViews: expose filters in search input","A suggestion for improvement. | Work surrounding upgrading and evolving views in the site editor and beyond","2024-11-19","2024-12-18","28 days 17:41:47",NULL,NULL,"oandregal","","Padroes e Estilos Arquiteturais"
189,67107,"ColorPalette: ""Clear"" button should be disabled if there's no value.","A suggestion for improvement. | Tracking issues with work in progress | Color management","2024-11-19","2024-11-20","1 day 00:43:55",NULL,NULL,"juanfra","juanfra","Padroes de Projeto"
190,67092,"The Style Book not working as expected when tweaking dimensions","An existing feature does not function as intended | Tracking issues with work in progress","2024-11-18","2024-11-20","1 day 05:48:18",NULL,NULL,"westnz","ramonjd","Padroes e Estilos Arquiteturais/Padroes de Projeto"
191,67091,"TypeDefinitions for PluginMoreMenuItem (and all Plugin*MenuItem) components do not include children","An existing feature does not function as intended","2024-11-18","2025-01-10","52 days 23:53:52",NULL,NULL,"joshualip-plaudit","","Padroes de Projeto"
192,67082,"Template level blocks can be unlocked and moved when template preview is active","An existing feature does not function as intended | Tracking issues with work in progress | Related to a regression in the latest release | Pull request that needs to be backported to a WordPress minor release | Related to the template editor available in the Block Editor","2024-11-18","2024-12-23","34 days 23:44:16",NULL,NULL,"fabiankaegy","getdave","Padroes de Projeto"
193,67080,"Edited: tough Monday - please delete this â¤ï¸","An existing feature does not function as intended","2024-11-18","2024-11-18","01:23:49",NULL,NULL,"LeoSeyers","","Padroes e Estilos Arquiteturais"
194,67069,"Addition of the new Zoom Out button breaks UI layout on smaller browser widths","An existing feature does not function as intended | Tracking issues with work in progress","2024-11-18","2024-11-27","9 days 07:21:59",NULL,NULL,"maddisondesigns","Mayank-Tripathi32","Padroes e Estilos Arquiteturais"
195,67067,"Pullquote Block: Spacing inconsistency between editor and frontend","An existing feature does not function as intended | Tracking issues with work in progress","2024-11-18","2024-12-23","35 days 03:17:38",NULL,NULL,"SainathPoojary","SainathPoojary","Padroes de Projeto"
196,67064,"Styles > Typography: Custom typesets can not be selected, theme typesets can not be deselected","Used to indicate that a current issue matches an existing one and can be closed","2024-11-18","2024-11-26","7 days 23:40:33",NULL,NULL,"carolinan","","Padroes e Estilos Arquiteturais"
197,67060,"Edge case: The editors break if the pattern category taxonomy is unregistered","An existing feature does not function as intended | Tracking issues with work in progress | Used to indicate that the issue at hand isn't a top priority to address and can be handled later","2024-11-18","2024-11-19","1 day 03:05:23","Low",NULL,"carolinan","carolinan","Arquitetura de Software"
198,67058,"Grammarly causing WordPress to shake while in editing mode","An existing feature does not function as intended | Follow-up required in order to be actionable. | Needs further testing to be confirmed.","2024-11-18","2024-11-18","14:42:34",NULL,NULL,"westnz","","Padroes de Projeto"
199,67054,"Filterable block inspector tabs","A suggestion for improvement. | Used to indicate that a current issue matches an existing one and can be closed","2024-11-17","2024-11-18","19:48:25",NULL,NULL,"Lovor01","","Padroes de Projeto"
200,67053,"filterable groups in InspectorControl","A suggestion for improvement. | Follow-up required in order to be actionable. | Gives the original author opportunity to update before closing. Can be reopened as needed.","2024-11-17","2024-12-11","24 days 01:28:47",NULL,NULL,"Lovor01","","Padroes de Projeto"
201,67048,"Gutenberg Framework: Clarify and simplify how to load content styles","An existing feature does not function as intended | Issues related to broader framework topics, especially as it relates to javascript","2024-11-16","2024-12-11","25 days 06:50:03",NULL,NULL,"aks30498","","Arquitetura de Software"
202,67037,"complianz-gdpr & languages plugins don't work in WordPress 6.7","An existing feature does not function as intended","2024-11-15","2024-11-15","00:31:50",NULL,NULL,"DomZukInn","","Arquitetura de Software"
203,67035,"The contrast checker should be triggered when colors are changed.","A suggestion for improvement. | Changes that impact accessibility and need corresponding review (e.g. markup changes). | Tracking issues with work in progress | The interface showing block settings and the controls available for each block | Color management","2024-11-15","2025-01-23","68 days 23:35:07",NULL,NULL,"juanfra","Mamaduka, juanfra","Padroes e Estilos Arquiteturais/Padroes de Projeto"
204,67025,"Conflict between Zoom Out mode and Distraction free mode","An existing feature does not function as intended | Tracking issues with work in progress | ","2024-11-15","2024-11-19","3 days 23:49:11",NULL,NULL,"t-hamano","yogeshbhutkar","Padroes de Projeto"
205,67016,"Cannot align inner blocks in flex layout when allowSwitching is set to true","An existing feature does not function as intended | Layout block support, its UI controls, and style output.","2024-11-14","2024-11-18","3 days 08:56:38",NULL,NULL,"metropoliscreative","","Padroes de Projeto"
206,67014,"Block lock ""restrict editing"" option no longer showing","An existing feature does not function as intended | The API allowing for the ability to lock/unlock blocks","2024-11-14","2024-11-14","02:24:41",NULL,NULL,"bradhogan","","Padroes de Projeto"
207,67005,"Navigation Block : Font Size setting not working","An existing feature does not function as intended | Affects the Navigation Block","2024-11-14","2024-11-26","11 days 16:58:22",NULL,NULL,"pitamdey","","Padroes de Projeto"
208,66998,"Menu: Truncation breaks with break-all rather than break-word","An existing feature does not function as intended | Tracking issues with work in progress | /packages/components","2024-11-14","2024-11-21","7 days 06:55:25",NULL,NULL,"jasmussen","","Padroes de Projeto"
209,66987,"Block Toolbar: Zoom Out Tooltip is static and does not change to Zoom In when already Zoomed Out","An existing feature does not function as intended | Tracking issues with work in progress | Needs general design feedback. | ","2024-11-14","2024-11-14","04:55:15",NULL,NULL,"yogeshbhutkar","yogeshbhutkar","Arquitetura de Software"
210,66984,"When I remove the Header in a template and and try to add a new header the slash command is not working","An existing feature does not function as intended","2024-11-13","2024-11-14","20:10:18",NULL,NULL,"westnz","","Padroes de Projeto"
211,66982,"Preload script modules and enqueue script modules in wrong order","An existing feature does not function as intended | Related to the Script Modules API that adds support for native ES modules and import maps","2024-11-13","2024-11-15","1 day 21:31:44",NULL,NULL,"ajgagnon","","Arquitetura de Software"
212,66980,"Twitter/ð Embeds Fail When Using x.com Domain URLs","An existing feature does not function as intended | Requires an upstream change from WordPress. Core Trac ticket should be linked. | Needs further testing to be confirmed. | Affects the Embed Block","2024-11-13","2025-01-22","69 days 13:49:28",NULL,NULL,"rafaucau","","Padroes de Projeto"
213,66979,"Image Block: Replacing Image can alter caption settings","An existing feature does not function as intended | Affects the Image Block","2024-11-13","2024-11-26","12 days 16:52:07",NULL,NULL,"MadtownLems","","Padroes e Estilos Arquiteturais"
214,66972,"Gutenberg 19.7 release checklist","Issues or PRs related to Gutenberg Plugin management related efforts | Meta-issues related to project management of Gutenberg","2024-11-13","2024-11-26","13 days 02:41:22",NULL,NULL,"priethor","priethor","Arquitetura de Software"
215,66969,"Replace Star Icon with Pin Icon for 'Pin to Toolbar'","Parts of the UI which don't fall neatly under other labels. | Needs general design feedback.","2024-11-13","2024-11-14","16:14:22",NULL,NULL,"jayclydeTags","","Padroes de Projeto"
216,66959,"Heading: Add `h1`, `h2`, `h3`â¦ to the slash commands","A suggestion for improvement. | Used to indicate that a current issue matches an existing one and can be closed | Affects the Headings Block","2024-11-13","2024-11-13","00:03:33",NULL,NULL,"hanneslsm","","Padroes de Projeto"
217,66944,"Pattern without categories break the editor when browsing uncategorized patterns.","An existing feature does not function as intended | Tracking issues with work in progress","2024-11-12","2024-11-13","11:32:54",NULL,NULL,"matiasbenedetto","matiasbenedetto","Padroes de Projeto"
218,66935,"Add the ability to manually define an aria-label for the navigation block","A suggestion for improvement. | Changes that impact accessibility and need corresponding review (e.g. markup changes). | Tracking issues with work in progress | Affects the Navigation Block","2024-11-12","2024-11-14","1 day 15:02:16",NULL,NULL,"fabiankaegy","up1512001","Padroes e Estilos Arquiteturais"
219,66933,"Video block: Add support for aspect ratio control","A suggestion for improvement. | Affects the Video Block","2024-11-12","2024-11-13","15:13:10",NULL,NULL,"jasmussen","up1512001","Padroes e Estilos Arquiteturais"
220,66928,"is_admin + 'core-block-patterns' theme support","Help with setup, implementation, or ""How do I?"" questions. | A collection of blocks that can be synced (previously reusable blocks) or unsynced","2024-11-12","2024-11-13","21:40:21",NULL,NULL,"mleathem","","Arquitetura de Software"
221,66921,"Site Editor: Remove/Deprecate edited post type and edited context state.","Used to indicate that the issue at hand isn't a top priority to address and can be handled later | Issues or PRs that relate to code quality | Related to the overarching Site Editor (formerly ""full site editing"")","2024-11-12","2024-11-19","7 days 03:05:56","Low",NULL,"youknowriad","","Arquitetura de Software"
222,66916,"Query loop: Title block as paragraph","Used to indicate that a current issue matches an existing one and can be closed","2024-11-11","2024-11-11","05:31:15",NULL,NULL,"Drivingralle","","Padroes e Estilos Arquiteturais"
223,66914,"Adding Anchor Link to Media & Text Block Sets Link to Inline-Block","An existing feature does not function as intended | Affects the Media & Text Block","2024-11-11","2024-11-12","20:06:12",NULL,NULL,"Infinite-Null","","Padroes de Projeto"
224,66888,"DataViews: Duplicating an uncategorized pattern causes a JavaScript error","An existing feature does not function as intended | Work surrounding upgrading and evolving views in the site editor and beyond","2024-11-10","2024-11-11","1 day 04:19:17",NULL,NULL,"carolinan","","Padroes de Projeto"
225,66885,"Adding a block style with a border to a list block does not work on the front screen","An existing feature does not function as intended | Tracking issues with work in progress | Affects the List Block","2024-11-09","2024-11-20","11 days 03:37:43",NULL,NULL,"shimotmk","aaronrobertshaw","Padroes de Projeto"
226,66882,"Console error in Editor: GET 400 (Bad Request), code: rest_invalid_type, message: post[0] is not of type integer.","An existing feature does not function as intended | Related to REST API","2024-11-08","2024-11-09","12:35:34",NULL,NULL,"realthemes","","Arquitetura de Software"
227,66881,"Place ""Write mode"" functionality behind a Gutenberg experiment","Issues or PRs that have been broken down into an individual action to take | Tracking issues with work in progress | ","2024-11-08","2024-11-21","12 days 19:05:54",NULL,NULL,"annezazu","ntsekouras","Arquitetura de Software/Padroes de Projeto"
228,66879,"6.7 & v2 of blockApi pushes metaboxes very far away from content","An existing feature does not function as intended | A draggable box shown on the post editing screen","2024-11-08","2024-12-03","24 days 23:20:33",NULL,NULL,"MadtownLems","","Padroes e Estilos Arquiteturais"
229,66878,"Add enableAlpha property to GradientPicker component.","A suggestion for improvement. | /packages/components | Color management","2024-11-08","2024-12-02","24 days 07:06:18",NULL,NULL,"wwdes","wwdes","Padroes de Projeto"
230,66871,"Styles of Search block button are breaking.","An existing feature does not function as intended | Affects the Search Block - used to display a search field","2024-11-08","2024-11-22","14 days 02:14:42",NULL,NULL,"snehapatil2001","","Padroes e Estilos Arquiteturais"
231,66869,"Unable to expand groups on List View","An existing feature does not function as intended | Menu item in the top toolbar to select blocks from a list of links.","2024-11-08","2024-11-13","4 days 22:47:40",NULL,NULL,"xavier-lc","","Padroes de Projeto"
232,66861,"Negative Margins behave unresponsively","An existing feature does not function as intended | A suggestion for improvement. | Affects the Columns Block","2024-11-08","2024-11-14","5 days 22:20:57",NULL,NULL,"beafialho","","Arquitetura de Software"
233,66858,"Disable the default font sizes and JS TypeError","An existing feature does not function as intended | Used to indicate that a current issue matches an existing one and can be closed | Font and typography-related issues and PRs","2024-11-08","2024-11-08","00:40:54",NULL,NULL,"stefanolissa","","Padroes de Projeto"
234,66852,"Search block button text overlapping.","An existing feature does not function as intended | Affects the Search Block - used to display a search field","2024-11-08","2024-11-22","14 days 10:24:41",NULL,NULL,"viralsampat-multidots","","Padroes e Estilos Arquiteturais"
